Time,K_H
0.1,0.0007124168196294421
0.5061224489795919,0.009797728545648062
0.9122448979591837,0.02874048334754728
1.3183673469387758,0.054033571344748135
1.7244897959183676,0.08158654022456407
2.1306122448979594,0.10882556392542944
2.5367346938775515,0.13414173570677979
2.942857142857143,0.15730780336217265
3.348979591836735,0.17750330393742025
3.755102040816327,0.19259661274392736
4.161224489795919,0.19886016631074438
4.56734693877551,0.19728858400646318
4.973469387755102,0.19181840268168207
5.379591836734694,0.18571137638415217
5.7857142857142865,0.18055842288182336
6.1918367346938785,0.17685806455988484
6.597959183673471,0.1744672742337994
7.004081632653062,0.17266307734203068
7.410204081632654,0.17158779277397926
7.816326530612246,0.17045458433205823
8.222448979591837,0.16911611371860397
8.62857142857143,0.16758830659876914
9.034693877551021,0.16595804433781508
9.440816326530614,0.16429974936072778
9.846938775510205,0.1626459252716854
10.253061224489798,0.1609940862758587
10.65918367346939,0.15932969393272992
11.06530612244898,0.15764507863628188
11.471428571428573,0.1559460869111946
11.877551020408164,0.1542492294922087
12.283673469387757,0.15257226740834562
12.689795918367349,0.15092860589496704
13.09591836734694,0.14932210111873642
13.50204081632653,0.147360062316603
13.908163265306124,0.14582155694002227
14.314285714285717,0.1442992204585498
14.720408163265308,0.14278540064144998
15.126530612244899,0.14127502137160788
15.532653061224492,0.1397650832816409
15.938775510204085,0.13825461777528741
16.344897959183676,0.13674284307432155
16.751020408163267,0.13522925016069576
17.15714285714286,0.13371328879638816
17.563265306122453,0.1321932732701123
17.969387755102044,0.13066796844336193
18.375510204081632,0.1291292638753985
18.781632653061227,0.12758729922667636
19.18775510204082,0.1260399852035161
19.593877551020412,0.12447299396766562
20.0,0.1225145501796903
